ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-17306,EMP-232,Password Reset reported on Mobile Banking App,Space born single picture grow difficult act grow could bank beyond eight decide.,2023-01-06 19:09:24,2023-01-07 03:35:46.893618,Closed,Medium,Access,Password Reset,Mobile Banking App,Email
TKT-17307,EMP-817,Server Overheat reported on Mobile Banking App,Stage teach face suggest stop here usually feel article page.,2023-07-09 02:48:51,2023-07-13 04:46:20.992481,Closed,Low,Hardware,Server Overheat,Mobile Banking App,Service Portal
TKT-17308,EMP-770,Switch Port Error reported on Treasury System,Hot expect where art already cultural without word fill return.,2023-06-05 02:05:32,2023-06-05 14:40:09.392847,Closed,Medium,Hardware,Switch Port Error,Treasury System,Service Portal
TKT-17309,EMP-775,Data Sync Error reported on Mobile Banking App,Ago public open also within bed.,2023-03-05 06:08:29,2023-03-05 23:38:20.183538,Resolved,Medium,Software,Data Sync Error,Mobile Banking App,Email
TKT-17310,EMP-316,Account Locked reported on HR Portal,Spend fill herself become different cup follow senior fast.,2023-07-03 19:10:01,2023-07-04 00:24:27.039359,Closed,Low,Access,Account Locked,HR Portal,Phone
TKT-17311,EMP-148,Disk Failure reported on Mobile Banking App,Game wind official decade style minute become dark two cause short husband.,2023-12-13 19:56:02,,Open,High,Hardware,Disk Failure,Mobile Banking App,Automated Alert
TKT-17312,EMP-416,Unhandled Exception reported on ATM Switch,Keep tonight control put standard large campaign three dark.,2023-09-26 01:18:52,2023-09-26 03:57:03.643480,Closed,Critical,Software,Unhandled Exception,ATM Switch,Phone
TKT-17313,EMP-676,Firewall Block reported on Core Banking (T24),Quickly start right wind marriage later between wife our.,2023-11-02 16:51:00,2023-11-02 23:35:02.388237,Resolved,High,Network,Firewall Block,Core Banking (T24),Service Portal
TKT-17314,EMP-932,Switch Port Error reported on Core Banking (T24),Surface across own occur meet road term.,2023-03-12 03:41:21,2023-03-12 10:32:12.036022,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-17315,EMP-260,Latency High reported on Core Banking (T24),Line example bit have worker small.,2023-12-07 07:16:19,,Open,Low,Network,Latency High,Core Banking (T24),Automated Alert
TKT-17316,EMP-156,VPN Drop reported on Mobile Banking App,Course fear act must where product behind opportunity catch rich.,2023-03-07 18:15:24,2023-03-09 17:28:08.638221,Closed,High,Network,VPN Drop,Mobile Banking App,Phone
TKT-17317,EMP-648,MFA Failure reported on Mobile Banking App,Make keep drop consumer goal party bar there soldier.,2023-02-12 01:27:13,2023-02-12 03:17:15.603704,Closed,Critical,Access,MFA Failure,Mobile Banking App,Service Portal
TKT-17318,EMP-267,Data Sync Error reported on Internet Banking Portal,Move natural tree rate speak cup boy environment health serve.,2023-04-07 22:58:34,2023-04-09 01:28:31.032998,Closed,Low,Software,Data Sync Error,Internet Banking Portal,Service Portal
TKT-17319,EMP-526,Packet Loss reported on Email Server (Exchange),Really relationship around will term long month culture hair prevent accept east best.,2023-03-26 18:29:26,2023-03-29 15:52:05.931849,Closed,Low,Network,Packet Loss,Email Server (Exchange),Email
TKT-17320,EMP-695,Server Overheat reported on Core Banking (T24),Meet financial before stand yeah real want country science music article institution reduce.,2023-01-12 06:11:39,2023-01-12 12:56:28.874651,Closed,High,Hardware,Server Overheat,Core Banking (T24),Phone
TKT-17321,EMP-257,Packet Loss reported on ATM Switch,Movie capital western month arm home manager.,2023-02-04 00:16:51,2023-02-07 11:49:05.386201,Closed,Low,Network,Packet Loss,ATM Switch,Service Portal
TKT-17322,EMP-165,Server Overheat reported on Mobile Banking App,All occur add natural type figure create whose by I save system truth.,2023-10-01 01:13:00,2023-10-01 03:29:20.046222,Closed,High,Hardware,Server Overheat,Mobile Banking App,Phone
TKT-17323,EMP-581,Account Locked reported on Treasury System,Guess spend trouble ten responsibility him near training.,2023-01-25 05:10:18,2023-01-25 09:29:03.109292,Resolved,High,Access,Account Locked,Treasury System,Phone
TKT-17324,EMP-807,App Crash reported on HR Portal,Argue wall there school piece still risk who at.,2023-09-19 05:35:30,2023-09-19 19:09:45.719181,Closed,Low,Software,App Crash,HR Portal,Automated Alert
TKT-17325,EMP-345,Switch Port Error reported on Core Banking (T24),Type study dinner traditional identify notice whatever walk late.,2023-07-10 00:29:59,2023-07-10 01:13:07.839115,Closed,Low,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-17326,EMP-343,App Crash reported on ATM Switch,Exist discuss reflect finish major heart adult age law.,2023-12-11 20:18:28,,Open,Medium,Software,App Crash,ATM Switch,Phone
TKT-17327,EMP-413,Memory Leak reported on Internet Banking Portal,How Congress but tree authority much black approach total fire management movement.,2023-03-29 04:07:21,2023-03-29 06:36:33.352198,Closed,Critical,Hardware,Memory Leak,Internet Banking Portal,Email
TKT-17328,EMP-192,API Timeout reported on Mobile Banking App,Keep require since draw above source consumer actually.,2023-05-05 11:45:26,2023-05-07 23:54:27.572720,Closed,Low,Software,API Timeout,Mobile Banking App,Service Portal
TKT-17329,EMP-115,VPN Drop reported on Internet Banking Portal,Street prove sit truth more effort others.,2023-07-05 02:06:22,2023-07-05 09:40:47.361526,Closed,High,Network,VPN Drop,Internet Banking Portal,Email
TKT-17330,EMP-880,Data Sync Error reported on Internet Banking Portal,Help bag nothing each however with national somebody minute statement west quite.,2023-10-28 13:15:17,2023-10-29 13:43:11.013716,Closed,Low,Software,Data Sync Error,Internet Banking Portal,Automated Alert
TKT-17331,EMP-595,Data Sync Error reported on ATM Switch,Media such note heart yard make indicate produce.,2023-07-07 01:43:52,2023-07-07 18:50:29.345368,Closed,Medium,Software,Data Sync Error,ATM Switch,Email
TKT-17332,EMP-227,Permission Denied reported on Core Banking (T24),Event believe camera final not against hand.,2023-09-08 14:01:58,2023-09-08 16:56:33.085024,Closed,Medium,Access,Permission Denied,Core Banking (T24),Email
TKT-17333,EMP-841,Account Locked reported on HR Portal,Short beautiful international war ball environment only try record boy.,2023-09-14 21:30:00,2023-09-15 00:52:49.545748,Closed,Low,Access,Account Locked,HR Portal,Automated Alert
TKT-17334,EMP-216,Login Failure reported on Internet Banking Portal,Radio very machine thing too TV.,2023-03-27 00:27:23,2023-03-27 08:44:09.134787,Closed,Medium,Software,Login Failure,Internet Banking Portal,Email
TKT-17335,EMP-956,Account Locked reported on ATM Switch,Son state possible probably region beautiful.,2023-03-04 12:03:50,2023-03-05 07:57:19.784151,Closed,Medium,Access,Account Locked,ATM Switch,Email
TKT-17336,EMP-618,Data Sync Error reported on ATM Switch,Phone article court behavior memory should soon rather second business up safe.,2023-06-15 17:39:02,2023-06-16 11:31:26.262776,Closed,Low,Software,Data Sync Error,ATM Switch,Service Portal
TKT-17337,EMP-518,Switch Port Error reported on ATM Switch,You consider mention than respond interview suddenly continue.,2023-11-28 03:29:56,2023-11-29 11:15:36.808479,Closed,Low,Hardware,Switch Port Error,ATM Switch,Email
TKT-17338,EMP-178,MFA Failure reported on Core Banking (T24),Traditional when whose within prove whether answer.,2023-12-10 10:44:57,2023-12-10 12:56:00.538040,Closed,Critical,Access,MFA Failure,Core Banking (T24),Automated Alert
TKT-17339,EMP-177,Memory Leak reported on Email Server (Exchange),Room account lot nor they even city help campaign tend keep.,2023-05-10 10:22:25,2023-05-11 01:59:46.056899,Closed,Critical,Hardware,Memory Leak,Email Server (Exchange),Phone
TKT-17340,EMP-511,Latency High reported on Core Banking (T24),Happen usually century simple side his.,2023-06-25 13:24:20,2023-06-28 10:04:05.423739,Resolved,Low,Network,Latency High,Core Banking (T24),Service Portal
TKT-17341,EMP-107,Data Sync Error reported on Core Banking (T24),Art increase until hit black between environment throw successful career beautiful shake tough.,2023-06-30 10:19:01,2023-06-30 13:38:44.894933,Closed,Medium,Software,Data Sync Error,Core Banking (T24),Automated Alert
TKT-17342,EMP-946,Data Sync Error reported on Mobile Banking App,Billion thus group important however could ago.,2023-09-19 09:43:57,2023-09-21 05:21:59.956846,Closed,Low,Software,Data Sync Error,Mobile Banking App,Service Portal
TKT-17343,EMP-481,Latency High reported on Internet Banking Portal,Ten side people room total either seat great institution public think.,2023-11-14 11:23:00,2023-11-14 17:13:24.183584,Closed,High,Network,Latency High,Internet Banking Portal,Phone
TKT-17344,EMP-510,Login Failure reported on Core Banking (T24),Church provide machine turn they none free finish issue.,2023-11-27 17:08:22,2023-11-28 20:11:01.480991,Closed,Low,Software,Login Failure,Core Banking (T24),Email
TKT-17345,EMP-760,Latency High reported on ATM Switch,American as news nation group fall personal might already hard just interesting.,2023-12-17 07:44:31,,Open,Critical,Network,Latency High,ATM Switch,Service Portal
TKT-17346,EMP-229,Packet Loss reported on ATM Switch,Indicate these first man financial class Congress very year hospital.,2023-01-29 17:07:44,2023-01-30 02:40:29.122655,Closed,Low,Network,Packet Loss,ATM Switch,Email
TKT-17347,EMP-316,Firewall Block reported on Core Banking (T24),With morning who shoulder business tough appear.,2023-12-19 04:44:27,2023-12-21 13:30:10.133997,Closed,Medium,Network,Firewall Block,Core Banking (T24),Email
TKT-17348,EMP-648,Firewall Block reported on Core Banking (T24),Rock anyone husband baby describe owner.,2023-11-15 21:21:06,2023-11-16 03:23:33.504443,Closed,High,Network,Firewall Block,Core Banking (T24),Phone
TKT-17349,EMP-776,VPN Drop reported on Internet Banking Portal,Million push soldier prove shake Democrat myself majority child.,2023-11-14 13:55:58,,Open,Medium,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-17350,EMP-347,Disk Failure reported on Mobile Banking App,Series skill small fear drop either.,2023-09-01 07:32:36,2023-09-06 00:05:00.940614,Closed,Low,Hardware,Disk Failure,Mobile Banking App,Service Portal
TKT-17351,EMP-141,Memory Leak reported on Core Banking (T24),Already sister offer between so answer threat well politics bad.,2023-12-07 00:38:55,2023-12-07 10:40:33.868884,Closed,Low,Hardware,Memory Leak,Core Banking (T24),Phone
TKT-17352,EMP-471,MFA Failure reported on Mobile Banking App,With radio politics change exactly staff somebody attention large consumer can tell western.,2023-07-03 14:06:26,2023-07-04 21:04:36.936808,Closed,Critical,Access,MFA Failure,Mobile Banking App,Automated Alert
TKT-17353,EMP-940,Data Sync Error reported on Mobile Banking App,Education movement both approach ability call sell seem some protect.,2023-12-08 08:17:50,2023-12-08 20:57:34.124065,Closed,Medium,Software,Data Sync Error,Mobile Banking App,Phone
TKT-17354,EMP-692,Latency High reported on Mobile Banking App,Late as walk involve share however.,2023-04-15 10:41:32,2023-04-15 23:10:44.317482,Closed,Low,Network,Latency High,Mobile Banking App,Phone
TKT-17355,EMP-464,Server Overheat reported on Mobile Banking App,Finish could usually message fly race western professional three throw much language.,2023-03-08 18:16:36,2023-03-08 21:04:03.595598,Closed,Critical,Hardware,Server Overheat,Mobile Banking App,Service Portal
TKT-17356,EMP-102,Latency High reported on Internet Banking Portal,Once during time miss join teach commercial why production end choose choice financial.,2023-09-27 05:27:10,2023-09-28 04:26:16.857063,Closed,Medium,Network,Latency High,Internet Banking Portal,Email
TKT-17357,EMP-758,Switch Port Error reported on Internet Banking Portal,Win debate young west season receive worker table letter detail well.,2023-12-02 16:23:34,2023-12-02 22:44:19.477736,Closed,High,Hardware,Switch Port Error,Internet Banking Portal,Email
TKT-17358,EMP-823,Permission Denied reported on Mobile Banking App,Seem center trial direction friend save art.,2023-11-15 10:40:24,,Open,Low,Access,Permission Denied,Mobile Banking App,Phone
TKT-17359,EMP-459,Data Sync Error reported on Core Banking (T24),Art fall technology important suffer physical accept record them low continue attention loss.,2023-11-09 20:44:21,2023-11-09 21:49:00.039094,Closed,Medium,Software,Data Sync Error,Core Banking (T24),Email
TKT-17360,EMP-700,Account Locked reported on Mobile Banking App,Sense sure successful town power score play cell song.,2023-11-12 23:36:18,2023-11-13 06:43:31.865806,Closed,High,Access,Account Locked,Mobile Banking App,Phone
TKT-17361,EMP-565,Firewall Block reported on Internet Banking Portal,Share nor but especially four reason food could large water manager.,2023-09-13 02:47:22,2023-09-13 17:03:34.634155,Closed,Medium,Network,Firewall Block,Internet Banking Portal,Automated Alert
TKT-17362,EMP-732,Account Locked reported on HR Portal,Writer magazine use thing quite occur mind without.,2023-08-04 20:03:10,2023-08-06 16:19:36.880309,Closed,Medium,Access,Account Locked,HR Portal,Automated Alert
TKT-17363,EMP-624,Permission Denied reported on ATM Switch,Offer result some sister high require move focus stop whatever position.,2023-10-17 19:53:02,2023-10-18 22:59:46.654829,Closed,Low,Access,Permission Denied,ATM Switch,Phone
TKT-17364,EMP-978,App Crash reported on Core Banking (T24),Affect entire as standard practice reality.,2023-11-04 21:29:30,2023-11-05 10:19:53.683108,Closed,Medium,Software,App Crash,Core Banking (T24),Email
TKT-17365,EMP-999,Data Sync Error reported on Core Banking (T24),Anyone teach central test education teacher price tax job.,2023-01-03 20:41:19,2023-01-04 15:37:13.191062,Closed,Medium,Software,Data Sync Error,Core Banking (T24),Automated Alert
TKT-17366,EMP-368,Password Reset reported on Mobile Banking App,After themselves your if and heavy him letter never senior interesting.,2023-12-14 05:13:07,,Pending,Medium,Access,Password Reset,Mobile Banking App,Email
TKT-17367,EMP-762,API Timeout reported on Mobile Banking App,Action daughter billion system serve happen read mean leave hold key goal.,2023-03-20 04:07:24,2023-03-22 00:27:53.271570,Closed,Low,Software,API Timeout,Mobile Banking App,Automated Alert
TKT-17368,EMP-717,Latency High reported on Core Banking (T24),Daughter raise begin open member well charge.,2023-11-25 09:11:20,,Pending,Critical,Network,Latency High,Core Banking (T24),Automated Alert
TKT-17369,EMP-628,Packet Loss reported on HR Portal,Modern pattern describe near somebody recent their writer themselves.,2023-06-16 02:22:56,2023-06-16 16:22:23.450046,Closed,Medium,Network,Packet Loss,HR Portal,Automated Alert
TKT-17370,EMP-494,Packet Loss reported on ATM Switch,Open follow discover arm environment probably bad step.,2023-02-14 05:41:46,2023-02-14 10:29:23.636425,Closed,High,Network,Packet Loss,ATM Switch,Phone
TKT-17371,EMP-445,Switch Port Error reported on Mobile Banking App,Food worry growth network small memory until would.,2023-09-14 06:28:50,2023-09-17 05:54:32.791218,Closed,Low,Hardware,Switch Port Error,Mobile Banking App,Phone
TKT-17372,EMP-218,Data Sync Error reported on Core Banking (T24),Husband magazine training chance natural will lay different agree black baby push.,2023-07-12 10:00:52,2023-07-15 07:00:10.115336,Closed,Low,Software,Data Sync Error,Core Banking (T24),Phone
TKT-17373,EMP-268,Password Reset reported on ATM Switch,Ground wait watch party pass card maybe appear.,2023-05-18 09:12:34,2023-05-19 09:30:50.229994,Closed,High,Access,Password Reset,ATM Switch,Phone
TKT-17374,EMP-412,Unhandled Exception reported on Mobile Banking App,Item be American seek of rich identify culture back if something get different.,2023-12-22 18:44:30,2023-12-22 19:46:16.343671,Closed,Medium,Software,Unhandled Exception,Mobile Banking App,Service Portal
TKT-17375,EMP-342,Permission Denied reported on ATM Switch,Son fish before together mind action believe others.,2023-06-25 18:38:21,2023-06-30 18:07:04.706516,Closed,Low,Access,Permission Denied,ATM Switch,Email
TKT-17376,EMP-198,API Timeout reported on Core Banking (T24),Current by Congress federal everyone but staff pay draw mouth charge yourself.,2023-12-20 14:52:46,,Open,Low,Software,API Timeout,Core Banking (T24),Service Portal
TKT-17377,EMP-706,App Crash reported on Mobile Banking App,Give you red five front plan with.,2023-06-29 06:48:22,2023-07-01 23:26:52.801880,Closed,Low,Software,App Crash,Mobile Banking App,Service Portal
TKT-17378,EMP-183,Memory Leak reported on Core Banking (T24),Exist several wonder pay key behavior performance we important water.,2023-12-04 10:20:09,2023-12-04 12:38:08.699358,Closed,Critical,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-17379,EMP-338,Password Reset reported on ATM Switch,Call wonder mission my source attorney.,2023-11-11 07:27:48,2023-11-11 21:34:30.403000,Closed,Low,Access,Password Reset,ATM Switch,Service Portal
TKT-17380,EMP-226,API Timeout reported on Internet Banking Portal,Wide right receive doctor fill perhaps sister.,2023-12-10 02:42:06,2023-12-11 07:03:34.115225,Closed,Low,Software,API Timeout,Internet Banking Portal,Service Portal
TKT-17381,EMP-160,Switch Port Error reported on Mobile Banking App,While beyond ok which tonight exactly expert mission company expect black more.,2023-02-26 11:29:47,2023-02-26 14:27:25.264631,Closed,Critical,Hardware,Switch Port Error,Mobile Banking App,Automated Alert
TKT-17382,EMP-253,Password Reset reported on Core Banking (T24),Father deal listen agency anyone opportunity hundred peace weight.,2023-12-13 04:01:57,,Pending,Low,Access,Password Reset,Core Banking (T24),Automated Alert
TKT-17383,EMP-572,Server Overheat reported on Mobile Banking App,Technology difficult another beyond population exactly take.,2023-11-07 16:58:55,2023-11-07 19:08:46.893474,Closed,Critical,Hardware,Server Overheat,Mobile Banking App,Automated Alert
TKT-17384,EMP-127,Switch Port Error reported on Mobile Banking App,Discussion both letter house dark any partner image view avoid.,2023-01-21 11:51:37,2023-01-21 15:55:39.778966,Closed,High,Hardware,Switch Port Error,Mobile Banking App,Automated Alert
TKT-17385,EMP-171,Account Locked reported on Core Banking (T24),Finish really deep although performance their.,2023-08-28 13:09:51,2023-08-29 22:14:24.370879,Closed,Low,Access,Account Locked,Core Banking (T24),Email
TKT-17386,EMP-854,Disk Failure reported on Mobile Banking App,Hospital back we offer gas choice position current into.,2023-12-17 05:00:45,,Pending,Medium,Hardware,Disk Failure,Mobile Banking App,Phone
TKT-17387,EMP-739,Packet Loss reported on ATM Switch,Across walk avoid home friend difference fast build positive itself class simply industry.,2023-11-12 04:14:24,,Pending,Low,Network,Packet Loss,ATM Switch,Phone
TKT-17388,EMP-909,Unhandled Exception reported on Core Banking (T24),Personal should indicate daughter force nor star stuff item thus surface remember.,2023-03-31 14:17:56,2023-04-01 07:17:18.679649,Closed,Low,Software,Unhandled Exception,Core Banking (T24),Service Portal
TKT-17389,EMP-212,VPN Drop reported on Mobile Banking App,Four by strategy star lead leader their teach.,2023-12-06 22:12:50,2023-12-11 20:59:20.957126,Closed,Low,Network,VPN Drop,Mobile Banking App,Phone
TKT-17390,EMP-435,Login Failure reported on Core Banking (T24),How trade site another those think sell yeah then great rule.,2023-07-08 05:26:55,2023-07-09 01:59:07.639161,Closed,Low,Software,Login Failure,Core Banking (T24),Phone
TKT-17391,EMP-214,App Crash reported on Core Banking (T24),Of PM personal entire office scene attorney yourself father vote seem drive lose network.,2023-12-24 04:42:43,2023-12-25 07:25:35.942306,Closed,Low,Software,App Crash,Core Banking (T24),Phone
TKT-17392,EMP-962,Latency High reported on Mobile Banking App,South information according argue true performance student street wear usually us shake.,2023-07-26 08:07:05,2023-07-27 09:50:36.151885,Closed,Low,Network,Latency High,Mobile Banking App,Email
TKT-17393,EMP-882,Disk Failure reported on Core Banking (T24),These learn born deep score left.,2023-08-20 20:34:39,2023-08-22 23:20:18.230610,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Phone
TKT-17394,EMP-222,Memory Leak reported on Core Banking (T24),Generation unit charge soon mind another side process I hit age serve.,2023-12-19 07:19:55,2023-12-19 10:38:54.015479,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-17395,EMP-316,MFA Failure reported on ATM Switch,Too quite cultural military machine improve right get senior account each Democrat.,2023-02-20 08:55:53,2023-02-20 18:48:02.794658,Closed,Low,Access,MFA Failure,ATM Switch,Service Portal
TKT-17396,EMP-387,Latency High reported on Email Server (Exchange),Try quite bar within involve official like star fear instead establish reach.,2023-12-31 05:30:12,,Pending,Low,Network,Latency High,Email Server (Exchange),Automated Alert
TKT-17397,EMP-950,Switch Port Error reported on Internet Banking Portal,Management consider another level mention trip.,2023-10-03 11:32:27,2023-10-03 18:48:07.200016,Closed,High,Hardware,Switch Port Error,Internet Banking Portal,Email
TKT-17398,EMP-358,Login Failure reported on HR Portal,Week recent scene note animal sing tough movement while memory prove official.,2023-03-14 18:17:05,2023-03-17 14:54:18.179647,Closed,Low,Software,Login Failure,HR Portal,Automated Alert
TKT-17399,EMP-123,Packet Loss reported on Internet Banking Portal,Leader land trouble perhaps agent three sit fund author represent movie require.,2023-03-29 14:06:34,2023-03-29 21:35:00.275673,Closed,High,Network,Packet Loss,Internet Banking Portal,Phone
TKT-17400,EMP-622,Memory Leak reported on Mobile Banking App,Talk over success investment article heart trial cause author message possible particularly south.,2023-07-09 01:27:28,2023-07-09 06:32:16.183490,Closed,High,Hardware,Memory Leak,Mobile Banking App,Automated Alert
TKT-17401,EMP-729,Data Sync Error reported on Mobile Banking App,Adult likely music dinner occur statement pretty produce world send.,2023-05-16 23:01:23,2023-05-17 00:26:31.961770,Closed,Critical,Software,Data Sync Error,Mobile Banking App,Automated Alert
TKT-17402,EMP-590,Account Locked reported on ATM Switch,Mouth eye rule sign more probably forget.,2023-08-24 10:39:17,2023-08-24 11:40:26.280426,Closed,Critical,Access,Account Locked,ATM Switch,Automated Alert
TKT-17403,EMP-653,Server Overheat reported on Mobile Banking App,Interesting government think that occur would theory woman.,2023-01-18 06:25:53,2023-01-19 04:12:03.603734,Closed,Medium,Hardware,Server Overheat,Mobile Banking App,Service Portal
TKT-17404,EMP-622,API Timeout reported on Treasury System,Above protect recent see maintain nice answer sea.,2023-12-15 12:54:24,,Open,Low,Software,API Timeout,Treasury System,Automated Alert
TKT-17405,EMP-515,Switch Port Error reported on Mobile Banking App,American keep who establish after cut include one yes.,2023-02-11 10:16:10,2023-02-11 22:43:24.322061,Closed,High,Hardware,Switch Port Error,Mobile Banking App,Phone
TKT-17406,EMP-613,Latency High reported on Core Banking (T24),Under soon daughter compare mother build.,2023-03-02 15:45:29,2023-03-03 07:17:53.826051,Closed,Low,Network,Latency High,Core Banking (T24),Automated Alert
TKT-17407,EMP-584,Login Failure reported on ATM Switch,Else car economy challenge every TV city.,2023-05-21 10:45:39,2023-05-22 22:57:05.881138,Closed,Low,Software,Login Failure,ATM Switch,Phone
TKT-17408,EMP-164,Password Reset reported on ATM Switch,Model simply wind international former doctor figure.,2023-08-29 16:44:13,2023-08-29 19:26:55.633583,Closed,High,Access,Password Reset,ATM Switch,Email
TKT-17409,EMP-590,Memory Leak reported on Internet Banking Portal,While last while seven trouble set blood less.,2023-05-20 20:33:58,2023-05-20 23:02:23.250856,Closed,High,Hardware,Memory Leak,Internet Banking Portal,Email
TKT-17410,EMP-335,Memory Leak reported on ATM Switch,Blue myself treat Congress million day standard dark small some weight.,2023-05-10 11:51:56,2023-05-10 16:51:42.533033,Closed,Medium,Hardware,Memory Leak,ATM Switch,Phone
TKT-17411,EMP-287,Memory Leak reported on Core Banking (T24),Citizen within form space trial player truth.,2023-05-16 01:35:12,2023-05-16 05:51:08.330002,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Email
TKT-17412,EMP-169,Packet Loss reported on Email Server (Exchange),Main modern find strategy maintain enjoy suddenly act here yeah describe successful here.,2023-07-30 06:32:05,2023-07-30 20:30:47.032230,Closed,Medium,Network,Packet Loss,Email Server (Exchange),Automated Alert
TKT-17413,EMP-866,Permission Denied reported on Internet Banking Portal,Style write agent check consumer them body thing address.,2023-09-03 06:59:08,2023-09-05 15:24:06.402086,Closed,Low,Access,Permission Denied,Internet Banking Portal,Service Portal
TKT-17414,EMP-570,Permission Denied reported on Internet Banking Portal,Quite thank information bed better bad design friend state.,2023-03-14 12:13:33,2023-03-14 17:16:46.508695,Closed,High,Access,Permission Denied,Internet Banking Portal,Phone
TKT-17415,EMP-114,Latency High reported on ATM Switch,Machine modern visit example sport should role lead look gas.,2023-10-26 23:49:11,2023-10-27 04:44:52.881356,Closed,High,Network,Latency High,ATM Switch,Email
TKT-17416,EMP-324,App Crash reported on Mobile Banking App,More politics material look back specific space different those environment learn.,2023-08-06 17:31:42,2023-08-07 00:28:03.557858,Closed,Low,Software,App Crash,Mobile Banking App,Automated Alert
TKT-17417,EMP-518,Data Sync Error reported on Core Banking (T24),Dog bar series off think wide there hard artist power fall.,2023-12-25 18:18:04,,Open,Medium,Software,Data Sync Error,Core Banking (T24),Automated Alert
TKT-17418,EMP-241,MFA Failure reported on Internet Banking Portal,Level appear marriage trade whether think marriage better.,2023-05-07 09:14:38,2023-05-07 14:16:48.200051,Resolved,Medium,Access,MFA Failure,Internet Banking Portal,Service Portal
TKT-17419,EMP-881,Packet Loss reported on ATM Switch,Work task use in character improve note campaign true.,2023-01-30 11:16:35,2023-01-31 04:46:42.535774,Closed,Low,Network,Packet Loss,ATM Switch,Service Portal
TKT-17420,EMP-456,Permission Denied reported on Core Banking (T24),Plant think yard also project and kid letter art north just.,2023-03-07 18:18:24,2023-03-07 21:14:34.747698,Closed,Low,Access,Permission Denied,Core Banking (T24),Automated Alert
TKT-17421,EMP-771,API Timeout reported on ATM Switch,Enjoy buy final foot best stay produce.,2023-09-23 14:47:07,2023-09-25 05:44:37.520021,Closed,Low,Software,API Timeout,ATM Switch,Email
TKT-17422,EMP-161,Permission Denied reported on Mobile Banking App,Reach four ground partner easy technology he.,2023-09-23 18:57:44,2023-09-23 22:29:03.328405,Closed,High,Access,Permission Denied,Mobile Banking App,Email
TKT-17423,EMP-380,Switch Port Error reported on Internet Banking Portal,Other kitchen staff husband edge television.,2023-12-17 13:56:14,2023-12-18 19:10:31.072143,Closed,Low,Hardware,Switch Port Error,Internet Banking Portal,Service Portal
TKT-17424,EMP-564,Data Sync Error reported on Mobile Banking App,The natural field effect cultural left style choose bar she.,2023-07-26 09:00:11,2023-07-26 23:25:39.454570,Closed,Medium,Software,Data Sync Error,Mobile Banking App,Service Portal
TKT-17425,EMP-430,Password Reset reported on Core Banking (T24),Note recent writer maintain energy whatever great say report thing cold matter.,2023-01-09 09:25:13,2023-01-09 19:53:00.959379,Closed,Low,Access,Password Reset,Core Banking (T24),Email
TKT-17426,EMP-276,Disk Failure reported on ATM Switch,Without sport tell raise doctor soon red pressure safe.,2023-11-23 07:15:03,2023-11-23 16:33:34.618913,Closed,Low,Hardware,Disk Failure,ATM Switch,Phone
TKT-17427,EMP-498,VPN Drop reported on Core Banking (T24),Actually make but item little above grow word hit her different police environment.,2023-02-12 03:35:22,2023-02-12 08:23:52.213256,Closed,High,Network,VPN Drop,Core Banking (T24),Phone
TKT-17428,EMP-658,App Crash reported on ATM Switch,Drop exist among leg paper push bill.,2023-05-19 02:14:16,2023-05-19 04:15:31.850534,Closed,Critical,Software,App Crash,ATM Switch,Email
TKT-17429,EMP-494,Latency High reported on Mobile Banking App,Else campaign word to though seem environmental mind visit adult then.,2023-09-05 16:43:32,2023-09-08 07:58:11.672097,Closed,Medium,Network,Latency High,Mobile Banking App,Phone
TKT-17430,EMP-507,Data Sync Error reported on Internet Banking Portal,Establish lose something cut others PM situation fire late decade nice.,2023-09-21 22:10:03,2023-09-23 07:22:27.670731,Closed,Low,Software,Data Sync Error,Internet Banking Portal,Phone
TKT-17431,EMP-905,Latency High reported on Internet Banking Portal,Guy quite staff rate action want set.,2023-05-18 15:01:22,2023-05-21 18:10:13.215975,Closed,Low,Network,Latency High,Internet Banking Portal,Phone
TKT-17432,EMP-714,Server Overheat reported on Mobile Banking App,Before leader ten task kid leader true at soon set politics.,2023-05-08 17:57:31,2023-05-08 22:16:28.531048,Closed,Medium,Hardware,Server Overheat,Mobile Banking App,Automated Alert
TKT-17433,EMP-137,MFA Failure reported on ATM Switch,Push able above special someone number new bank concern others couple college instead.,2023-11-19 07:18:51,,Open,High,Access,MFA Failure,ATM Switch,Automated Alert
TKT-17434,EMP-808,Password Reset reported on Internet Banking Portal,Fine reflect discuss site suffer me town trade under address.,2023-11-14 03:18:38,2023-11-15 00:02:35.051193,Closed,Medium,Access,Password Reset,Internet Banking Portal,Phone
TKT-17435,EMP-795,Password Reset reported on Treasury System,Card cell plant enter eight include son.,2023-10-16 16:18:55,2023-10-16 23:41:43.534550,Closed,High,Access,Password Reset,Treasury System,Automated Alert
